,name,year,week,team,position,depth
0,L.Evans,2009,1,BUF,LWR,1
1,L.Evans,2009,2,BUF,LWR,1
2,L.Evans,2009,3,BUF,LWR,1
3,L.Evans,2009,4,BUF,LWR,1
4,R.Parrish,2009,1,BUF,LWR,2
5,R.Parrish,2009,2,BUF,LWR,2
6,R.Parrish,2009,3,BUF,LWR,2
7,R.Parrish,2009,4,BUF,LWR,2
8,T.OWENS,2009,1,BUF,RWR,1
9,T.OWENS,2009,2,BUF,RWR,1
10,T.OWENS,2009,3,BUF,RWR,1
11,T.OWENS,2009,4,BUF,RWR,1
12,J.Reed,2009,1,BUF,RWR,2
13,J.Reed,2009,2,BUF,RWR,2
14,J.Reed,2009,3,BUF,RWR,2
15,J.Reed,2009,4,BUF,RWR,2
16,J.Jenkins,2009,1,BUF,RWR,3
17,J.Jenkins,2009,2,BUF,RWR,3
18,J.Jenkins,2009,3,BUF,RWR,3
19,J.Jenkins,2009,4,BUF,RWR,3
20,S.Johnson,2009,1,BUF,RWR,4
21,S.Johnson,2009,2,BUF,RWR,4
22,S.Johnson,2009,3,BUF,RWR,4
23,S.Johnson,2009,4,BUF,RWR,4
24,D.Schouman,2009,1,BUF,TE,1
25,D.Schouman,2009,2,BUF,TE,1
26,D.Schouman,2009,3,BUF,TE,1
27,D.Schouman,2009,4,BUF,TE,1
28,D.Fine,2009,1,BUF,TE,2
29,D.Fine,2009,2,BUF,TE,2
30,D.Fine,2009,3,BUF,TE,2
31,D.Fine,2009,4,BUF,TE,2
32,S.Nelson,2009,1,BUF,TE,3
33,S.Nelson,2009,2,BUF,TE,3
34,S.Nelson,2009,3,BUF,TE,3
35,S.Nelson,2009,4,BUF,TE,3
36,T.Edwards,2009,1,BUF,QB,1
37,T.Edwards,2009,2,BUF,QB,1
38,T.Edwards,2009,3,BUF,QB,1
39,T.Edwards,2009,4,BUF,QB,1
40,G.Hamdan,2009,1,BUF,QB,2
41,G.Hamdan,2009,2,BUF,QB,2
42,G.Hamdan,2009,3,BUF,QB,2
43,G.Hamdan,2009,4,BUF,QB,2
44,R.Fitzpatrick,2009,1,BUF,QB,3
45,R.Fitzpatrick,2009,2,BUF,QB,3
46,R.Fitzpatrick,2009,3,BUF,QB,3
47,R.Fitzpatrick,2009,4,BUF,QB,3
48,F.Jackson,2009,1,BUF,RB,1
49,F.Jackson,2009,2,BUF,RB,1
50,F.Jackson,2009,3,BUF,RB,1
51,F.Jackson,2009,4,BUF,RB,1
52,X.Omon,2009,1,BUF,RB,2
53,X.Omon,2009,2,BUF,RB,2
54,X.Omon,2009,3,BUF,RB,2
55,X.Omon,2009,4,BUF,RB,2
56,L.Evans,2009,5,BUF,LWR,1
57,L.Evans,2009,6,BUF,LWR,1
58,L.Evans,2009,7,BUF,LWR,1
59,L.Evans,2009,8,BUF,LWR,1
60,R.Parrish,2009,5,BUF,LWR,2
61,R.Parrish,2009,6,BUF,LWR,2
62,R.Parrish,2009,7,BUF,LWR,2
63,R.Parrish,2009,8,BUF,LWR,2
64,J.Reed,2009,5,BUF,SWR,1
65,J.Reed,2009,6,BUF,SWR,1
66,J.Reed,2009,7,BUF,SWR,1
67,J.Reed,2009,8,BUF,SWR,1
68,S.Johnson,2009,5,BUF,SWR,2
69,S.Johnson,2009,6,BUF,SWR,2
70,S.Johnson,2009,7,BUF,SWR,2
71,S.Johnson,2009,8,BUF,SWR,2
72,T.OWENS,2009,5,BUF,RWR,1
73,T.OWENS,2009,6,BUF,RWR,1
74,T.OWENS,2009,7,BUF,RWR,1
75,T.OWENS,2009,8,BUF,RWR,1
76,J.Jenkins,2009,5,BUF,RWR,2
77,J.Jenkins,2009,6,BUF,RWR,2
78,J.Jenkins,2009,7,BUF,RWR,2
79,J.Jenkins,2009,8,BUF,RWR,2
80,D.Fine,2009,5,BUF,TE,1
81,D.Fine,2009,6,BUF,TE,1
82,D.Fine,2009,7,BUF,TE,1
83,D.Fine,2009,8,BUF,TE,1
84,S.Nelson,2009,5,BUF,TE,2
85,S.Nelson,2009,6,BUF,TE,2
86,S.Nelson,2009,7,BUF,TE,2
87,S.Nelson,2009,8,BUF,TE,2
88,J.Stupar,2009,5,BUF,TE,3
89,J.Stupar,2009,6,BUF,TE,3
90,J.Stupar,2009,7,BUF,TE,3
91,J.Stupar,2009,8,BUF,TE,3
92,T.Edwards,2009,5,BUF,QB,1
93,T.Edwards,2009,6,BUF,QB,1
94,T.Edwards,2009,7,BUF,QB,1
95,T.Edwards,2009,8,BUF,QB,1
96,R.Fitzpatrick,2009,5,BUF,QB,2
97,R.Fitzpatrick,2009,6,BUF,QB,2
98,R.Fitzpatrick,2009,7,BUF,QB,2
99,R.Fitzpatrick,2009,8,BUF,QB,2
100,G.Hamdan,2009,5,BUF,QB,3
101,G.Hamdan,2009,6,BUF,QB,3
102,G.Hamdan,2009,7,BUF,QB,3
103,G.Hamdan,2009,8,BUF,QB,3
104,F.Jackson,2009,5,BUF,RB,1
105,F.Jackson,2009,6,BUF,RB,1
106,F.Jackson,2009,7,BUF,RB,1
107,F.Jackson,2009,8,BUF,RB,1
108,X.Omon,2009,5,BUF,RB,2
109,X.Omon,2009,6,BUF,RB,2
110,X.Omon,2009,7,BUF,RB,2
111,X.Omon,2009,8,BUF,RB,2
112,C.McINTYRE,2009,5,BUF,RB,3
113,C.McINTYRE,2009,6,BUF,RB,3
114,C.McINTYRE,2009,7,BUF,RB,3
115,C.McINTYRE,2009,8,BUF,RB,3
116,L.Evans,2009,9,BUF,LWR,1
117,L.Evans,2009,10,BUF,LWR,1
118,L.Evans,2009,11,BUF,LWR,1
119,L.Evans,2009,12,BUF,LWR,1
120,R.Parrish,2009,9,BUF,LWR,2
121,R.Parrish,2009,10,BUF,LWR,2
122,R.Parrish,2009,11,BUF,LWR,2
123,R.Parrish,2009,12,BUF,LWR,2
124,J.Reed,2009,9,BUF,SWR,1
125,J.Reed,2009,10,BUF,SWR,1
126,J.Reed,2009,11,BUF,SWR,1
127,J.Reed,2009,12,BUF,SWR,1
128,S.Johnson,2009,9,BUF,SWR,2
129,S.Johnson,2009,10,BUF,SWR,2
130,S.Johnson,2009,11,BUF,SWR,2
131,S.Johnson,2009,12,BUF,SWR,2
132,T.OWENS,2009,9,BUF,RWR,1
133,T.OWENS,2009,10,BUF,RWR,1
134,T.OWENS,2009,11,BUF,RWR,1
135,T.OWENS,2009,12,BUF,RWR,1
136,J.Jenkins,2009,9,BUF,RWR,2
137,J.Jenkins,2009,10,BUF,RWR,2
138,J.Jenkins,2009,11,BUF,RWR,2
139,J.Jenkins,2009,12,BUF,RWR,2
140,D.Fine,2009,9,BUF,TE,1
141,D.Fine,2009,10,BUF,TE,1
142,D.Fine,2009,11,BUF,TE,1
143,D.Fine,2009,12,BUF,TE,1
144,S.Nelson,2009,9,BUF,TE,2
145,S.Nelson,2009,10,BUF,TE,2
146,S.Nelson,2009,11,BUF,TE,2
147,S.Nelson,2009,12,BUF,TE,2
148,J.Stupar,2009,9,BUF,TE,3
149,J.Stupar,2009,10,BUF,TE,3
150,J.Stupar,2009,11,BUF,TE,3
151,J.Stupar,2009,12,BUF,TE,3
152,T.Edwards,2009,9,BUF,QB,1
153,T.Edwards,2009,10,BUF,QB,1
154,T.Edwards,2009,11,BUF,QB,1
155,T.Edwards,2009,12,BUF,QB,1
156,R.Fitzpatrick,2009,9,BUF,QB,2
157,R.Fitzpatrick,2009,10,BUF,QB,2
158,R.Fitzpatrick,2009,11,BUF,QB,2
159,R.Fitzpatrick,2009,12,BUF,QB,2
160,G.Hamdan,2009,9,BUF,QB,3
161,G.Hamdan,2009,10,BUF,QB,3
162,G.Hamdan,2009,11,BUF,QB,3
163,G.Hamdan,2009,12,BUF,QB,3
164,M.Lynch,2009,9,BUF,RB,1
165,M.Lynch,2009,10,BUF,RB,1
166,M.Lynch,2009,11,BUF,RB,1
167,M.Lynch,2009,12,BUF,RB,1
168,F.Jackson,2009,9,BUF,RB,2
169,F.Jackson,2009,10,BUF,RB,2
170,F.Jackson,2009,11,BUF,RB,2
171,F.Jackson,2009,12,BUF,RB,2
172,X.Omon,2009,9,BUF,RB,3
173,X.Omon,2009,10,BUF,RB,3
174,X.Omon,2009,11,BUF,RB,3
175,X.Omon,2009,12,BUF,RB,3
176,C.McINTYRE,2009,9,BUF,RB,4
177,C.McINTYRE,2009,10,BUF,RB,4
178,C.McINTYRE,2009,11,BUF,RB,4
179,C.McINTYRE,2009,12,BUF,RB,4
180,L.Evans,2009,13,BUF,LWR,1
181,L.Evans,2009,14,BUF,LWR,1
182,L.Evans,2009,15,BUF,LWR,1
183,L.Evans,2009,16,BUF,LWR,1
184,L.Evans,2009,17,BUF,LWR,1
185,R.Parrish,2009,13,BUF,LWR,2
186,R.Parrish,2009,14,BUF,LWR,2
187,R.Parrish,2009,15,BUF,LWR,2
188,R.Parrish,2009,16,BUF,LWR,2
189,R.Parrish,2009,17,BUF,LWR,2
190,J.Hardy,2009,13,BUF,LWR,3
191,J.Hardy,2009,14,BUF,LWR,3
192,J.Hardy,2009,15,BUF,LWR,3
193,J.Hardy,2009,16,BUF,LWR,3
194,J.Hardy,2009,17,BUF,LWR,3
195,J.Reed,2009,13,BUF,SWR,1
196,J.Reed,2009,14,BUF,SWR,1
197,J.Reed,2009,15,BUF,SWR,1
198,J.Reed,2009,16,BUF,SWR,1
199,J.Reed,2009,17,BUF,SWR,1
200,S.Johnson,2009,13,BUF,SWR,2
201,S.Johnson,2009,14,BUF,SWR,2
202,S.Johnson,2009,15,BUF,SWR,2
203,S.Johnson,2009,16,BUF,SWR,2
204,S.Johnson,2009,17,BUF,SWR,2
205,T.OWENS,2009,13,BUF,RWR,1
206,T.OWENS,2009,14,BUF,RWR,1
207,T.OWENS,2009,15,BUF,RWR,1
208,T.OWENS,2009,16,BUF,RWR,1
209,T.OWENS,2009,17,BUF,RWR,1
210,J.Jenkins,2009,13,BUF,RWR,2
211,J.Jenkins,2009,14,BUF,RWR,2
212,J.Jenkins,2009,15,BUF,RWR,2
213,J.Jenkins,2009,16,BUF,RWR,2
214,J.Jenkins,2009,17,BUF,RWR,2
215,S.Nelson,2009,13,BUF,TE,1
216,S.Nelson,2009,14,BUF,TE,1
217,S.Nelson,2009,15,BUF,TE,1
218,S.Nelson,2009,16,BUF,TE,1
219,S.Nelson,2009,17,BUF,TE,1
220,J.Stupar,2009,13,BUF,TE,2
221,J.Stupar,2009,14,BUF,TE,2
222,J.Stupar,2009,15,BUF,TE,2
223,J.Stupar,2009,16,BUF,TE,2
224,J.Stupar,2009,17,BUF,TE,2
225,R.Fitzpatrick,2009,13,BUF,QB,1
226,R.Fitzpatrick,2009,14,BUF,QB,1
227,R.Fitzpatrick,2009,15,BUF,QB,1
228,R.Fitzpatrick,2009,16,BUF,QB,1
229,R.Fitzpatrick,2009,17,BUF,QB,1
230,T.Edwards,2009,13,BUF,QB,2
231,T.Edwards,2009,14,BUF,QB,2
232,T.Edwards,2009,15,BUF,QB,2
233,T.Edwards,2009,16,BUF,QB,2
234,T.Edwards,2009,17,BUF,QB,2
235,B.Brohm,2009,13,BUF,QB,3
236,B.Brohm,2009,14,BUF,QB,3
237,B.Brohm,2009,15,BUF,QB,3
238,B.Brohm,2009,16,BUF,QB,3
239,B.Brohm,2009,17,BUF,QB,3
240,M.Lynch,2009,13,BUF,RB,1
241,M.Lynch,2009,14,BUF,RB,1
242,M.Lynch,2009,15,BUF,RB,1
243,M.Lynch,2009,16,BUF,RB,1
244,M.Lynch,2009,17,BUF,RB,1
245,F.Jackson,2009,13,BUF,RB,2
246,F.Jackson,2009,14,BUF,RB,2
247,F.Jackson,2009,15,BUF,RB,2
248,F.Jackson,2009,16,BUF,RB,2
249,F.Jackson,2009,17,BUF,RB,2
250,C.MCINTYRE,2009,13,BUF,RB,3
251,C.MCINTYRE,2009,14,BUF,RB,3
252,C.MCINTYRE,2009,15,BUF,RB,3
253,C.MCINTYRE,2009,16,BUF,RB,3
254,C.MCINTYRE,2009,17,BUF,RB,3
255,L.Evans,2010,1,BUF,LWR,1
256,L.Evans,2010,2,BUF,LWR,1
257,L.Evans,2010,3,BUF,LWR,1
258,L.Evans,2010,4,BUF,LWR,1
259,D.Jones,2010,1,BUF,LWR,2
260,D.Jones,2010,2,BUF,LWR,2
261,D.Jones,2010,3,BUF,LWR,2
262,D.Jones,2010,4,BUF,LWR,2
263,S.Johnson,2010,1,BUF,RWR,1
264,S.Johnson,2010,2,BUF,RWR,1
265,S.Johnson,2010,3,BUF,RWR,1
266,S.Johnson,2010,4,BUF,RWR,1
267,R.Parrish,2010,1,BUF,RWR,2
268,R.Parrish,2010,2,BUF,RWR,2
269,R.Parrish,2010,3,BUF,RWR,2
270,R.Parrish,2010,4,BUF,RWR,2
271,D.Nelson,2010,1,BUF,RWR,3
272,D.Nelson,2010,2,BUF,RWR,3
273,D.Nelson,2010,3,BUF,RWR,3
274,D.Nelson,2010,4,BUF,RWR,3
275,J.Stupar,2010,1,BUF,TE,1
276,J.Stupar,2010,2,BUF,TE,1
277,J.Stupar,2010,3,BUF,TE,1
278,J.Stupar,2010,4,BUF,TE,1
279,J.Foschi,2010,1,BUF,TE,2
280,J.Foschi,2010,2,BUF,TE,2
281,J.Foschi,2010,3,BUF,TE,2
282,J.Foschi,2010,4,BUF,TE,2
283,T.Edwards,2010,1,BUF,QB,1
284,T.Edwards,2010,2,BUF,QB,1
285,T.Edwards,2010,3,BUF,QB,1
286,T.Edwards,2010,4,BUF,QB,1
287,R.Fitzpatrick,2010,1,BUF,QB,2
288,R.Fitzpatrick,2010,2,BUF,QB,2
289,R.Fitzpatrick,2010,3,BUF,QB,2
290,R.Fitzpatrick,2010,4,BUF,QB,2
291,B.Brohm,2010,1,BUF,QB,3
292,B.Brohm,2010,2,BUF,QB,3
293,B.Brohm,2010,3,BUF,QB,3
294,B.Brohm,2010,4,BUF,QB,3
295,C.Spiller,2010,1,BUF,RB,1
296,C.Spiller,2010,2,BUF,RB,1
297,C.Spiller,2010,3,BUF,RB,1
298,C.Spiller,2010,4,BUF,RB,1
299,M.Lynch,2010,1,BUF,RB,2
300,M.Lynch,2010,2,BUF,RB,2
301,M.Lynch,2010,3,BUF,RB,2
302,M.Lynch,2010,4,BUF,RB,2
303,F.Jackson,2010,1,BUF,RB,3
304,F.Jackson,2010,2,BUF,RB,3
305,F.Jackson,2010,3,BUF,RB,3
306,F.Jackson,2010,4,BUF,RB,3
307,L.Evans,2010,5,BUF,LWR,1
308,L.Evans,2010,6,BUF,LWR,1
309,L.Evans,2010,7,BUF,LWR,1
310,L.Evans,2010,8,BUF,LWR,1
311,R.Parrish,2010,5,BUF,LWR,2
312,R.Parrish,2010,6,BUF,LWR,2
313,R.Parrish,2010,7,BUF,LWR,2
314,R.Parrish,2010,8,BUF,LWR,2
315,D.Jones,2010,5,BUF,LWR,3
316,D.Jones,2010,6,BUF,LWR,3
317,D.Jones,2010,7,BUF,LWR,3
318,D.Jones,2010,8,BUF,LWR,3
319,S.Johnson,2010,5,BUF,RWR,1
320,S.Johnson,2010,6,BUF,RWR,1
321,S.Johnson,2010,7,BUF,RWR,1
322,S.Johnson,2010,8,BUF,RWR,1
323,S.Nelson,2010,5,BUF,RWR,2
324,S.Nelson,2010,6,BUF,RWR,2
325,S.Nelson,2010,7,BUF,RWR,2
326,S.Nelson,2010,8,BUF,RWR,2
327,J.Stupar,2010,5,BUF,TE,1
328,J.Stupar,2010,6,BUF,TE,1
329,J.Stupar,2010,7,BUF,TE,1
330,J.Stupar,2010,8,BUF,TE,1
331,D.MARTIN,2010,5,BUF,TE,2
332,D.MARTIN,2010,6,BUF,TE,2
333,D.MARTIN,2010,7,BUF,TE,2
334,D.MARTIN,2010,8,BUF,TE,2
335,R.Fitzpatrick,2010,5,BUF,QB,1
336,R.Fitzpatrick,2010,6,BUF,QB,1
337,R.Fitzpatrick,2010,7,BUF,QB,1
338,R.Fitzpatrick,2010,8,BUF,QB,1
339,B.Brohm,2010,5,BUF,QB,2
340,B.Brohm,2010,6,BUF,QB,2
341,B.Brohm,2010,7,BUF,QB,2
342,B.Brohm,2010,8,BUF,QB,2
343,L.Brown,2010,5,BUF,QB,3
344,L.Brown,2010,6,BUF,QB,3
345,L.Brown,2010,7,BUF,QB,3
346,L.Brown,2010,8,BUF,QB,3
347,C.Spiller,2010,5,BUF,RB,1
348,C.Spiller,2010,6,BUF,RB,1
349,C.Spiller,2010,7,BUF,RB,1
350,C.Spiller,2010,8,BUF,RB,1
351,F.Jackson,2010,5,BUF,RB,2
352,F.Jackson,2010,6,BUF,RB,2
353,F.Jackson,2010,7,BUF,RB,2
354,F.Jackson,2010,8,BUF,RB,2
355,M.Lynch,2010,5,BUF,RB,3
356,M.Lynch,2010,6,BUF,RB,3
357,M.Lynch,2010,7,BUF,RB,3
358,M.Lynch,2010,8,BUF,RB,3
359,L.Evans,2010,9,BUF,LWR,1
360,L.Evans,2010,10,BUF,LWR,1
361,L.Evans,2010,11,BUF,LWR,1
362,L.Evans,2010,12,BUF,LWR,1
363,D.Jones,2010,9,BUF,LWR,2
364,D.Jones,2010,10,BUF,LWR,2
365,D.Jones,2010,11,BUF,LWR,2
366,D.Jones,2010,12,BUF,LWR,2
367,R.Parrish,2010,9,BUF,RWR,1
368,R.Parrish,2010,10,BUF,RWR,1
369,R.Parrish,2010,11,BUF,RWR,1
370,R.Parrish,2010,12,BUF,RWR,1
371,S.Johnson,2010,9,BUF,RWR,2
372,S.Johnson,2010,10,BUF,RWR,2
373,S.Johnson,2010,11,BUF,RWR,2
374,S.Johnson,2010,12,BUF,RWR,2
375,D.Nelson,2010,9,BUF,RWR,3
376,D.Nelson,2010,10,BUF,RWR,3
377,D.Nelson,2010,11,BUF,RWR,3
378,D.Nelson,2010,12,BUF,RWR,3
379,D.MARTIN,2010,9,BUF,TE,1
380,D.MARTIN,2010,10,BUF,TE,1
381,D.MARTIN,2010,11,BUF,TE,1
382,D.MARTIN,2010,12,BUF,TE,1
383,J.Stupar,2010,9,BUF,TE,2
384,J.Stupar,2010,10,BUF,TE,2
385,J.Stupar,2010,11,BUF,TE,2
386,J.Stupar,2010,12,BUF,TE,2
387,S.Nelson,2010,9,BUF,TE,3
388,S.Nelson,2010,10,BUF,TE,3
389,S.Nelson,2010,11,BUF,TE,3
390,S.Nelson,2010,12,BUF,TE,3
391,R.Fitzpatrick,2010,9,BUF,QB,1
392,R.Fitzpatrick,2010,10,BUF,QB,1
393,R.Fitzpatrick,2010,11,BUF,QB,1
394,R.Fitzpatrick,2010,12,BUF,QB,1
395,B.Brohm,2010,9,BUF,QB,2
396,B.Brohm,2010,10,BUF,QB,2
397,B.Brohm,2010,11,BUF,QB,2
398,B.Brohm,2010,12,BUF,QB,2
399,L.Brown,2010,9,BUF,QB,3
400,L.Brown,2010,10,BUF,QB,3
401,L.Brown,2010,11,BUF,QB,3
402,L.Brown,2010,12,BUF,QB,3
403,F.Jackson,2010,9,BUF,RB,1
404,F.Jackson,2010,10,BUF,RB,1
405,F.Jackson,2010,11,BUF,RB,1
406,F.Jackson,2010,12,BUF,RB,1
407,C.Spiller,2010,9,BUF,RB,2
408,C.Spiller,2010,10,BUF,RB,2
409,C.Spiller,2010,11,BUF,RB,2
410,C.Spiller,2010,12,BUF,RB,2
411,A.Anderson,2010,9,BUF,RB,3
412,A.Anderson,2010,10,BUF,RB,3
413,A.Anderson,2010,11,BUF,RB,3
414,A.Anderson,2010,12,BUF,RB,3
415,L.Evans,2010,13,BUF,LWR,1
416,L.Evans,2010,14,BUF,LWR,1
417,L.Evans,2010,15,BUF,LWR,1
418,L.Evans,2010,16,BUF,LWR,1
419,L.Evans,2010,17,BUF,LWR,1
420,D.Jones,2010,13,BUF,LWR,2
421,D.Jones,2010,14,BUF,LWR,2
422,D.Jones,2010,15,BUF,LWR,2
423,D.Jones,2010,16,BUF,LWR,2
424,D.Jones,2010,17,BUF,LWR,2
425,N.Roosevelt,2010,13,BUF,LWR,3
426,N.Roosevelt,2010,14,BUF,LWR,3
427,N.Roosevelt,2010,15,BUF,LWR,3
428,N.Roosevelt,2010,16,BUF,LWR,3
429,N.Roosevelt,2010,17,BUF,LWR,3
430,S.Johnson,2010,13,BUF,RWR,1
431,S.Johnson,2010,14,BUF,RWR,1
432,S.Johnson,2010,15,BUF,RWR,1
433,S.Johnson,2010,16,BUF,RWR,1
434,S.Johnson,2010,17,BUF,RWR,1
435,D.Nelson,2010,13,BUF,RWR,2
436,D.Nelson,2010,14,BUF,RWR,2
437,D.Nelson,2010,15,BUF,RWR,2
438,D.Nelson,2010,16,BUF,RWR,2
439,D.Nelson,2010,17,BUF,RWR,2
440,D.MARTIN,2010,13,BUF,TE,1
441,D.MARTIN,2010,14,BUF,TE,1
442,D.MARTIN,2010,15,BUF,TE,1
443,D.MARTIN,2010,16,BUF,TE,1
444,D.MARTIN,2010,17,BUF,TE,1
445,J.Stupar,2010,13,BUF,TE,2
446,J.Stupar,2010,14,BUF,TE,2
447,J.Stupar,2010,15,BUF,TE,2
448,J.Stupar,2010,16,BUF,TE,2
449,J.Stupar,2010,17,BUF,TE,2
450,S.Nelson,2010,13,BUF,TE,3
451,S.Nelson,2010,14,BUF,TE,3
452,S.Nelson,2010,15,BUF,TE,3
453,S.Nelson,2010,16,BUF,TE,3
454,S.Nelson,2010,17,BUF,TE,3
455,R.Fitzpatrick,2010,13,BUF,QB,1
456,R.Fitzpatrick,2010,14,BUF,QB,1
457,R.Fitzpatrick,2010,15,BUF,QB,1
458,R.Fitzpatrick,2010,16,BUF,QB,1
459,R.Fitzpatrick,2010,17,BUF,QB,1
460,B.Brohm,2010,13,BUF,QB,2
461,B.Brohm,2010,14,BUF,QB,2
462,B.Brohm,2010,15,BUF,QB,2
463,B.Brohm,2010,16,BUF,QB,2
464,B.Brohm,2010,17,BUF,QB,2
465,L.Brown,2010,13,BUF,QB,3
466,L.Brown,2010,14,BUF,QB,3
467,L.Brown,2010,15,BUF,QB,3
468,L.Brown,2010,16,BUF,QB,3
469,L.Brown,2010,17,BUF,QB,3
470,F.Jackson,2010,13,BUF,RB,1
471,F.Jackson,2010,14,BUF,RB,1
472,F.Jackson,2010,15,BUF,RB,1
473,F.Jackson,2010,16,BUF,RB,1
474,F.Jackson,2010,17,BUF,RB,1
475,C.Spiller,2010,13,BUF,RB,2
476,C.Spiller,2010,14,BUF,RB,2
477,C.Spiller,2010,15,BUF,RB,2
478,C.Spiller,2010,16,BUF,RB,2
479,C.Spiller,2010,17,BUF,RB,2
480,Q.Ganther,2010,13,BUF,RB,3
481,Q.Ganther,2010,14,BUF,RB,3
482,Q.Ganther,2010,15,BUF,RB,3
483,Q.Ganther,2010,16,BUF,RB,3
484,Q.Ganther,2010,17,BUF,RB,3
485,J.Caulcrick,2010,13,BUF,RB,4
486,J.Caulcrick,2010,14,BUF,RB,4
487,J.Caulcrick,2010,15,BUF,RB,4
488,J.Caulcrick,2010,16,BUF,RB,4
489,J.Caulcrick,2010,17,BUF,RB,4
490,S.Johnson,2011,1,BUF,LWR,1
491,S.Johnson,2011,2,BUF,LWR,1
492,S.Johnson,2011,3,BUF,LWR,1
493,S.Johnson,2011,4,BUF,LWR,1
494,R.Parrish,2011,1,BUF,LWR,2
495,R.Parrish,2011,2,BUF,LWR,2
496,R.Parrish,2011,3,BUF,LWR,2
497,R.Parrish,2011,4,BUF,LWR,2
498,R.Martin,2011,1,BUF,LWR,3
499,R.Martin,2011,2,BUF,LWR,3
500,R.Martin,2011,3,BUF,LWR,3
501,R.Martin,2011,4,BUF,LWR,3
502,D.Jones,2011,1,BUF,RWR,1
503,D.Jones,2011,2,BUF,RWR,1
504,D.Jones,2011,3,BUF,RWR,1
505,D.Jones,2011,4,BUF,RWR,1
506,D.Nelson,2011,1,BUF,RWR,2
507,D.Nelson,2011,2,BUF,RWR,2
508,D.Nelson,2011,3,BUF,RWR,2
509,D.Nelson,2011,4,BUF,RWR,2
510,M.Easley,2011,1,BUF,RWR,3
511,M.Easley,2011,2,BUF,RWR,3
512,M.Easley,2011,3,BUF,RWR,3
513,M.Easley,2011,4,BUF,RWR,3
514,S.Chandler,2011,1,BUF,TE,1
515,S.Chandler,2011,2,BUF,TE,1
516,S.Chandler,2011,3,BUF,TE,1
517,S.Chandler,2011,4,BUF,TE,1
518,D.MARTIN,2011,1,BUF,TE,2
519,D.MARTIN,2011,2,BUF,TE,2
520,D.MARTIN,2011,3,BUF,TE,2
521,D.MARTIN,2011,4,BUF,TE,2
522,Z.Pianalto,2011,1,BUF,TE,3
523,Z.Pianalto,2011,2,BUF,TE,3
524,Z.Pianalto,2011,3,BUF,TE,3
525,Z.Pianalto,2011,4,BUF,TE,3
526,R.Fitzpatrick,2011,1,BUF,QB,1
527,R.Fitzpatrick,2011,2,BUF,QB,1
528,R.Fitzpatrick,2011,3,BUF,QB,1
529,R.Fitzpatrick,2011,4,BUF,QB,1
530,T.Thigpen,2011,1,BUF,QB,2
531,T.Thigpen,2011,2,BUF,QB,2
532,T.Thigpen,2011,3,BUF,QB,2
533,T.Thigpen,2011,4,BUF,QB,2
534,B.Smith,2011,1,BUF,QB,3
535,B.Smith,2011,2,BUF,QB,3
536,B.Smith,2011,3,BUF,QB,3
537,B.Smith,2011,4,BUF,QB,3
538,F.JACKSON,2011,1,BUF,RB,1
539,F.JACKSON,2011,2,BUF,RB,1
540,F.JACKSON,2011,3,BUF,RB,1
541,F.JACKSON,2011,4,BUF,RB,1
542,C.Spiller,2011,1,BUF,RB,2
543,C.Spiller,2011,2,BUF,RB,2
544,C.Spiller,2011,3,BUF,RB,2
545,C.Spiller,2011,4,BUF,RB,2
546,J.White,2011,1,BUF,RB,3
547,J.White,2011,2,BUF,RB,3
548,J.White,2011,3,BUF,RB,3
549,J.White,2011,4,BUF,RB,3
550,D.Jones,2011,5,BUF,LWR,1
551,D.Jones,2011,6,BUF,LWR,1
552,D.Jones,2011,7,BUF,LWR,1
553,D.Jones,2011,8,BUF,LWR,1
554,D.Nelson,2011,5,BUF,LWR,2
555,D.Nelson,2011,6,BUF,LWR,2
556,D.Nelson,2011,7,BUF,LWR,2
557,D.Nelson,2011,8,BUF,LWR,2
558,R.Martin,2011,5,BUF,LWR,3
559,R.Martin,2011,6,BUF,LWR,3
560,R.Martin,2011,7,BUF,LWR,3
561,R.Martin,2011,8,BUF,LWR,3
562,S.Johnson,2011,5,BUF,RWR,1
563,S.Johnson,2011,6,BUF,RWR,1
564,S.Johnson,2011,7,BUF,RWR,1
565,S.Johnson,2011,8,BUF,RWR,1
566,N.Roosevelt,2011,5,BUF,RWR,2
567,N.Roosevelt,2011,6,BUF,RWR,2
568,N.Roosevelt,2011,7,BUF,RWR,2
569,N.Roosevelt,2011,8,BUF,RWR,2
570,S.Chandler,2011,5,BUF,TE,1
571,S.Chandler,2011,6,BUF,TE,1
572,S.Chandler,2011,7,BUF,TE,1
573,S.Chandler,2011,8,BUF,TE,1
574,L.Smith,2011,5,BUF,TE,2
575,L.Smith,2011,6,BUF,TE,2
576,L.Smith,2011,7,BUF,TE,2
577,L.Smith,2011,8,BUF,TE,2
578,R.Fitzpatrick,2011,5,BUF,QB,1
579,R.Fitzpatrick,2011,6,BUF,QB,1
580,R.Fitzpatrick,2011,7,BUF,QB,1
581,R.Fitzpatrick,2011,8,BUF,QB,1
582,T.Thigpen,2011,5,BUF,QB,2
583,T.Thigpen,2011,6,BUF,QB,2
584,T.Thigpen,2011,7,BUF,QB,2
585,T.Thigpen,2011,8,BUF,QB,2
586,B.Smith,2011,5,BUF,QB,3
587,B.Smith,2011,6,BUF,QB,3
588,B.Smith,2011,7,BUF,QB,3
589,B.Smith,2011,8,BUF,QB,3
590,F.JACKSON,2011,5,BUF,RB,1
